Year,T
2011,23.3
2011,19.3
2011,20.74
2011,25.49
2011,26.27
2011,26.42
2011,26.18
2011,26.65
2011,26.52
2011,26.45
2011,26.49
2011,26.95
2011,26.27
2011,20.86
2011,22.03
2011,26.2
2011,27.17
2011,21.09
2011,17.5
2011,18.92
2011,21.69
2011,23.19
2011,25.54
2011,27.87
2011,28.36
2011,27.93
2011,26.19
2011,25.04
2011,25.66
2011,20.76
2011,20.36
2011,22.98
2011,23.26
2011,25.21
2011,26.67
2011,27.69
2011,27.62
2011,28.31
2011,28.75
2011,29.35
2011,29.9
2011,28.2
2011,29.37
2011,29.93
2011,29.6
2011,29.97
2011,30.38
2011,30.49
2011,31.69
2011,30.18
2011,30.21
2011,32.16
2011,31.97
2011,30.18
2011,29.85
2011,30.3
2011,30.34
2011,30.55
2011,30.46
2011,31.08
2011,31.78
2011,32.28
2011,31.8
2011,32.23
2011,32.51
2011,31.86
2011,31.68
2011,30.91
